Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20,Հաշվետվության ձևավորման ամսաթիվը / 2025-11-20
Շիրակ,Գյումրի / Գյումրի,Շիրակի Մ.Նալբանդյանի անվ. պետ.համալսարան հիմնադրամի ա/դ,98,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,27,37,34
Արագածոտն,Թալին / Շղարշիկ,Շղարշիկի Ա.Մինասյանի անվ. մ/դ,28,1,1,1,3,3,3,- չունի -,3,3,3,4,3
Լոռի,Տաշիր / Պետրովկայի,Պետրովկայի հմ/դ,9,1,2,1,- չունի -,3,- չունի -,1,1,- չունի -,- չունի -,- չունի -,- չունի -
Տավուշ,Նոյեմբերյան / Պտղավան,Պտղավանի մ/դ,61,5,6,4,1,6,11,6,5,- չունի -,5,10,2
Կոտայք,Աբովյան / Աբովյան,"""Աբովյանի կրթահամալիր"" ՊՈԱԿ",368,28,36,33,32,35,31,42,26,35,18,34,18
Երևան,Երևան / Մալաթիա,"""Դրիմ Բրիջմեն Ինթերնեյշնլ Սքուլ"" ՍՊԸ",24,8,7,3,2,2,- չունի -,2,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,"""Հայաստանի ազգային պոլիտեխնիկական համալսարան"" հիմնադրամի ԳՏՃՄ հմ/դ",71,24,9,4,9,10,5,5,5,- չունի -,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Կենտրոն,«ԱրտՍՏԵՄ» վարժարան,49,6,6,5,9,5,5,3,5,5,- չունի -,- չունի -,- չունի -
Երևան,Երևան / Էրեբունի,«Ա․ Ֆրանսի անվ․ ֆրանսիական կրթ.»,41,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,16,14,11
Երևան,Երևան / Ավան,«Գազպրոմ Արմենիա» ՓԲԸ «Ուսումնա-սպորտային համալիր» հիմնարկի դպրոց,445,56,74,69,53,52,41,37,23,22,5,10,3
Երևան,Երևան / Կենտրոն,«Երևանի պետական համալսարան» հիմնադրամի ՍԹԵՄ դպրոց,64,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,35,13,16
Երևան,Երևան / Կենտրոն,«Էսոլարմ» ՍՊԸ,15,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,6,5,4
Գեղարքունիք,Սևան / Ծաղկունք,«Ծաղկունք բաց դպրոց» հիմնադրամ,62,4,9,3,8,6,6,7,8,4,1,2,4
Երևան,Երևան / Կենտրոն,«Կրթություն ԿՈՌՈՒ» ՍՊԸ,45,7,5,9,4,6,- չունի -,4,4,1,- չունի -,3,2
Շիրակ,Արթիկ / Հառիճ,«Հառիճավանքի Թրբանճյան Ընծայարան» ա/դ,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,1,- չունի -,- չունի -
Արմավիր,Արմավիր / Մեծամոր,«Մեծամորի Սաշա Գալստյանի անվան վարժարան» ՊՈԱԿ,175,- չունի -,- չունի -,- չունի -,- չունի -,13,8,10,11,11,46,37,39
Տավուշ,Դիլիջան / Դիլիջան,«Մոնթե Մելքոնյանի» անվ․ ռազմամարզական վարժարան,28,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,9,13,6
Երևան,Երևան / Նոր Նորք,«Շիրակացու ճեմարան» միջազգային գիտակրթական համալիր,734,39,45,38,38,49,54,71,76,78,74,87,85
Շիրակ,Գյումրի / Գյումրի,«Շիրակի Մ․ Նալբանդյանի անվ․ պետական համալսարան» հիմնադրամի հ/դ,54,- չունի -,- չունի -,- չունի -,- չունի -,5,12,11,11,15,- չունի -,- չունի -,- չունի -
Լոռի,Վանաձոր / Վանաձոր,«Քարհանյան դպրոց» ՍՊԸ,15,2,2,3,4,1,- չունի -,2,1,- չունի -,- չունի -,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,«Ֆոտոն» վարժ.,514,- չունի -,- չունի -,- չունի -,- չունի -,54,47,50,49,41,101,83,89
Կոտայք,Աբովյան / Աբովյան,Աբովյանի Արթուր Վանոյանի անվան թիվ 6 հմ/դ,186,16,24,12,13,19,10,15,16,14,- չունի -,20,27
Երևան,Երևան / Էրեբունի,"Ազատազրկման ձևով պատիժ կրող, կալանավորված անձանց հտ մ/դ",1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,1,- չունի -,- չունի -
Արագածոտն,Արագած / Ավշեն,Ավշենի Մաքսիմ Խամոյանի անվան հիմնական դպրոց,10,1,- չունի -,- չունի -,1,2,- չունի -,1,2,3,- չունի -,- չունի -,- չունի -
Շիրակ,Գյումրի / Գյումրի,Արարատ կրթահամալիր,41,12,13,6,10,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Արմավիր,Արմավիր / Արտաշար,Արտաշարի մ/դ,86,5,6,9,10,9,5,9,7,7,8,7,4
Երևան,Երևան / Էրեբունի,Ա․ Իսահակյանի անվան 16 ավագ,218,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,80,71,67
Լոռի,Գուգարք / Բազում,Բազումի Մարշալ Բաղրամյանի անվ. հմ/դ,9,1,- չունի -,2,2,1,1,1,- չունի -,1,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Մեծ Այրում,գ Մեծ Այրումի մ/դ,51,5,8,6,3,4,4,5,3,6,2,3,2
Արարատ,Արտաշատ / Աբովյան,գ. Աբովյանի մ/դ,102,6,4,12,4,17,14,6,7,12,10,6,4
Վայոց Ձոր,Եղեգնաձոր / Ագարակաձոր,գ. Ագարակաձորի Յու. Խաչատրյանի անվան մ/դ,88,8,12,7,8,10,8,3,5,7,10,2,8
Արագածոտն,Թալին / Ագարակավան,գ. Ագարակավանի մ/դ,49,4,5,7,1,3,8,7,5,3,4,1,1
Արագածոտն,Աշտարակ / Ագարակ,գ. Ագարակի Տ.Թերլեմեզյանի անվ. մ/դ,116,9,7,8,15,10,4,8,12,7,13,10,13
Սյունիք,Կապան / Ագարակ,գ. Ագարակի հմ/դ,3,- չունի -,1,- չունի -,- չունի -,1,- չունի -,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Լոռի,Ստեփանավան / Ագարակ,գ. Ագարակի մ/դ,60,5,9,6,5,3,3,7,5,3,8,3,3
Տավուշ,Իջևան / Ազատամուտ,գ. Ազատամուտի մ/դ,205,10,24,11,18,15,14,12,16,16,26,24,19
Շիրակ,Ախուրյան / Ազատան,գ. Ազատանի մ/դ,327,30,28,21,35,23,25,32,38,21,23,21,30
Արարատ,Մասիս / Ազատաշեն,գ. Ազատաշենի հմ/դ,36,4,4,7,4,2,6,2,2,5,- չունի -,- չունի -,- չունի -
Արարատ,Արտաշատ / Ազատավան,գ. Ազատավանի մ/դ,219,21,18,6,13,14,21,18,19,23,22,22,22
Վայոց Ձոր,Վայք / Ազատեկ,գ. Ազատեկի մ/դ,39,2,3,4,5,5,4,4,1,6,3,- չունի -,2
Գեղարքունիք,Վարդենիս / Ազատ,գ. Ազատի հմ/դ,3,1,- չունի -,- չունի -,- չունի -,1,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Լոռի,Գուգարք / Ազնվաձոր,գ. Ազնվաձորի մ/դ,27,2,3,- չունի -,3,1,1,3,2,2,4,3,3
Լոռի,Ալավերդի / Աթան,գ. Աթանի հմ/դ,9,- չունի -,1,4,- չունի -,2,1,- չունի -,1,- չունի -,- չունի -,- չունի -,- չունի -
Արագածոտն,Ալագյազ / Ալագյազ,գ. Ալագյազի մ/դ,30,4,3,1,1,2,2,5,- չունի -,4,4,4,- չունի -
Կոտայք,Հրազդան / Ալափարս,գ. Ալափարսի մ/դ,119,12,11,10,11,11,4,9,11,14,13,3,10
Սյունիք,Մեղրի / Ալվանք,գ. Ալվանքի մ/դ,16,2,2,2,2,- չունի -,2,1,2,1,- չունի -,- չունի -,2
Շիրակ,Ամասիա / Ալվար,գ. Ալվարի մ/դ,7,1,- չունի -,- չունի -,1,1,1,1,1,- չունի -,- չունի -,1,- չունի -
Սյունիք,Սիսիան / Ախլաթյան,գ. Ախլաթյանի մ/դ,21,2,1,2,5,- չունի -,2,2,2,2,1,- չունի -,2
Շիրակ,Ախուրյան / Ախուրիկ,գ. Ախուրիկի մ/դ,45,5,4,4,6,2,5,4,2,4,- չունի -,5,4
Շիրակ,Ախուրյան / Ախուրյան,գ. Ախուրյանի թիվ 1 հմ/դ,185,24,21,19,11,20,19,22,25,24,- չունի -,- չունի -,- չունի -
Շիրակ,Ախուրյան / Ախուրյան,գ. Ախուրյանի թիվ 2 հմ/դ,167,19,22,16,22,20,20,19,14,15,- չունի -,- չունի -,- չունի -
Գեղարքունիք,Վարդենիս / Ախպրաձոր,գ. Ախպրաձորի մ/դ,24,1,- չունի -,2,3,6,4,3,2,- չունի -,- չունի -,1,2
Արմավիր,Վաղարշապատ / Ակնալիճ,գ. Ակնալճի Ա.Հարությունյանի անվ. մ/դ,201,22,15,20,14,14,22,17,13,21,22,9,12
Տավուշ,Իջևան / Ակնաղբյուր,գ. Ակնաղբյուրի հմ/դ,19,1,3,5,1,4,1,- չունի -,1,3,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Ակներ,գ. Ակների Գ․Խաչատրյանի անվ․ մ/դ,65,9,6,5,2,7,7,5,3,8,1,8,4
Գեղարքունիք,Վարդենիս / Ակունք,գ. Ակունքի մ/դ,164,17,16,25,21,10,12,12,16,5,10,9,11
Կոտայք,Աբովյան / Ակունք,գ. Ակունքի մ/դ,157,13,13,10,18,13,12,17,12,17,11,10,11
Արագածոտն,Թալին / Ակունք,գ. Ակունքի մ/դ,27,- չունի -,- չունի -,2,4,2,1,3,4,6,3,1,1
Լոռի,Ալավերդի / Ահնիձոր,գ. Ահնիձորի հմ/դ,5,- չունի -,1,- չունի -,- չունի -,- չունի -,2,- չունի -,1,1,- չունի -,- չունի -,- չունի -
Վայոց Ձոր,Եղեգնաձոր / Աղավնաձոր,գ. Աղավնաձորի Գ. Գրիգորյանի անվան մ/դ,86,7,6,5,6,8,13,9,9,6,8,7,2
Կոտայք,Հրազդան / Աղավնաձոր,գ. Աղավնաձորի Զ.Դանիելյանի անվ. մ/դ,80,5,10,7,7,12,7,7,4,3,7,5,6
Տավուշ,Դիլիջան / Աղավնավանք,գ. Աղավնավանքի մ/դ,18,1,1,4,- չունի -,1,2,- չունի -,1,2,2,2,2
Արմավիր,Վաղարշապատ / Աղավնատուն,գ. Աղավնատան Ղ.Աբգարյանի անվ. մ/դ,230,23,20,33,27,16,15,23,17,24,10,10,12
Գեղարքունիք,Ճամբարակ / Աղբերք,գ. Աղբերքի մ/դ,25,4,3,2,1,3,3,1,2,1,2,1,2
Շիրակ,Անի / Աղին,գ. Աղինի մ/դ,25,5,1,2,2,1,4,3,2,1,1,3,- չունի -
Սյունիք,Սիսիան / Աղիտու,գ. Աղիտուի հմ/դ,16,1,- չունի -,2,5,2,1,1,- չունի -,4,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Աղձք,գ. Աղձքի մ/դ,114,9,14,12,9,10,14,8,7,9,12,4,6
Վայոց Ձոր,Եղեգնաձոր / Աղնջաձոր,գ. Աղնջաձորի մ/դ,21,2,1,2,1,2,- չունի -,2,1,5,1,2,2
Շիրակ,Ամասիա / Աղվորիկ,գ. Աղվորիկի հմ/դ,3,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -
Սյունիք,Կապան / Աճանան,գ. Աճանանի մ/դ,36,- չունի -,1,2,3,2,3,6,4,4,1,4,6
Տավուշ,Իջևան / Աճարկուտ,գ. Աճարկուտի հմ/դ,6,- չունի -,1,- չունի -,1,- չունի -,3,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Ամասիա,գ. Ամասիայի մ/դ,108,6,10,12,9,12,12,8,14,12,- չունի -,5,8
Արմավիր,Վաղարշապատ / Ամբերդ,գ. Ամբերդի Հ.Նավասարդյանի անվ. մ/դ,117,12,8,6,12,7,11,4,10,19,9,11,8
Լոռի,Գյուլագարակ / Ամրակից,գ. Ամրակիցի մ/դ,28,4,1,2,1,2,2,4,6,2,2,1,1
Շիրակ,Ախուրյան / Այգաբաց,գ. Այգաբացի մ/դ,43,5,2,6,5,1,3,3,4,6,4,2,2
Արարատ,Արարատ / Այգավան,գ. Այգավանի մ/դ,217,19,26,23,15,20,13,19,18,20,18,17,9
Արարատ,Արտաշատ / Այգեզարդ,գ. Այգեզարդի Ա.Ղարիբյանի անվ. մ/դ,254,21,25,17,20,24,17,30,18,20,24,24,14
Արմավիր,Վաղարշապատ / Այգեկ,գ. Այգեկի Մուշեղ Մովսիսյանի անվ. մ/դ,149,16,16,15,8,14,18,11,14,16,2,11,8
Լոռի,Ալավերդի / Այգեհատ,գ. Այգեհատի հմ/դ,4,- չունի -,- չունի -,1,1,- չունի -,- չունի -,1,1,- չունի -,- չունի -,- չունի -,- չունի -
Տավուշ,Իջևան / Այգեհովիտ,գ. Այգեհովիտի մ/դ,182,14,16,21,11,15,12,16,16,17,17,18,9
Տավուշ,Տավուշ / Այգեձոր,գ. Այգեձորի մ/դ,104,4,6,10,8,10,15,11,7,8,5,10,10
Արմավիր,Վաղարշապատ / Այգեշատ,գ. Այգեշատի մ/դ,108,8,8,10,9,15,15,3,8,7,13,8,4
Արմավիր,Արմավիր / Այգեշատ,գ. Այգեշատի Յու.Հովհաննիսյանի անվ. մ/դ,97,9,4,6,10,12,6,8,13,6,5,8,10
Արարատ,Արտաշատ / Այգեպատ,գ. Այգեպատի մ/դ,96,6,9,6,6,10,9,14,3,6,10,11,6
Արարատ,Արտաշատ / Այգեստան,գ. Այգեստանի մ/դ,181,13,21,14,24,17,15,14,10,19,14,11,9
Արմավիր,Արմավիր / Այգևան,գ. Այգեվանի Մ.Խորենացու անվ. մ/դ,109,8,12,9,12,12,7,7,10,9,7,8,8
Գեղարքունիք,Ճամբարակ / Այգուտ,գ. Այգուտի մ/դ,34,4,4,4,3,3,2,4,2,1,5,- չունի -,2
Արարատ,Մասիս / Այնթապ,գ. Այնթապի Բյուզանդ Մարգարյանի անվ. թիվ 2 մ/դ,568,34,60,52,48,51,52,61,45,60,39,34,32
Արարատ,Մասիս / Այնթապ,գ. Այնթապի թիվ 1 մ/դ,345,27,29,33,24,35,36,27,31,27,24,32,20
Տավուշ,Նոյեմբերյան / Այրում,գ. Այրումի Հ.Մալինյանի անվ. մ/դ,129,8,8,12,9,7,9,15,8,11,18,12,12
Գեղարքունիք,Վարդենիս / Այրք,գ. Այրքի մ/դ,15,1,1,3,3,1,1,2,- չունի -,1,1,1,- չունի -
Սյունիք,Սիսիան / Անգեղակոթ,գ. Անգեղակոթի մ/դ,67,5,4,6,6,6,1,8,6,9,3,5,8
Շիրակ,Անի / Անիպեմզա,գ. Անիպեմզայի մ/դ,23,2,3,2,3,4,2,- չունի -,3,1,1,1,1
Շիրակ,Արթիկ / Անուշավան,գ. Անուշավանի մ/դ,119,10,9,12,12,6,12,13,9,7,16,6,7
Գեղարքունիք,Ճամբարակ / Անտառամեջ,գ. Անտառամեջի մ/դ,15,- չունի -,1,1,1,3,3,3,3,- չունի -,- չունի -,- չունի -,- չունի -
Լոռի,Գուգարք / Անտառամուտ,գ. Անտառամուտի հմ/դ,6,1,- չունի -,2,- չունի -,1,- չունի -,- չունի -,- չունի -,2,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Անտառուտ,գ. Անտառուտի մ/դ,61,6,5,8,6,5,5,3,2,10,3,5,3
Արագածոտն,Թալին / Աշնակ,գ. Աշնակի Գ.Չաուշի անվ. մ/դ,78,10,5,4,12,6,12,2,7,5,4,7,4
Սյունիք,Սիսիան / Աշոտավան,գ. Աշոտավանի մ/դ,32,4,4,2,2,3,4,2,2,3,3,1,2
Շիրակ,Աշոցք / Աշոցք,գ. Աշոցքի մ/դ,150,12,12,11,7,16,11,13,18,16,10,19,5
Տավուշ,Իջևան / Աչաջուր,գ. Աչաջրի մ/դ,283,23,25,30,19,18,19,19,16,25,33,35,21
Արմավիր,Վաղարշապատ / Ապագա,գ. Ապագայի մ/դ,125,9,8,12,15,11,19,8,9,12,10,9,3
Արմավիր,Վաղարշապատ / Առատաշեն,գ. Առատաշենի Գ. Գրիգորյանի անվ. մ/դ,172,17,18,14,15,9,15,22,15,18,13,11,5
Շիրակ,Ախուրյան / Առափի,գ. Առափիի մ/դ,63,2,6,3,12,2,9,5,2,5,7,6,4
Կոտայք,Աբովյան / Առինջ,գ. Առինջի Կ.Ծառուկյանի անվ. մ/դ,317,28,18,27,33,24,24,24,30,22,32,27,28
Գեղարքունիք,Մարտունի / Աստղաձոր,գ. Աստղաձորի մ/դ,299,20,25,23,23,25,39,22,23,29,31,21,18
Գեղարքունիք,Վարդենիս / Ավազան,գ. Ավազանի հմ/դ,15,2,1,- չունի -,2,1,3,2,3,1,- չունի -,- չունի -,- չունի -
Արագածոտն,Աշտարակ / Ավան,գ. Ավանի Ա.Սերոբի անվ. մ/դ,54,3,5,6,3,5,5,4,4,6,4,7,2
Արարատ,Արարատ / Ավշար,գ. Ավշարի մ/դ,212,15,20,16,19,20,17,22,15,17,15,17,19
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 1 մ/դ,219,18,23,22,20,17,20,13,22,18,16,19,11
Արագածոտն,Թալին / Արագածավան,գ. Արագածավանի թիվ 2 մ/դ,186,11,22,10,30,15,18,3,20,23,14,11,9
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 1 մ/դ,125,9,10,10,11,18,11,16,9,11,7,8,5
Արագածոտն,Ապարան / Արագած,գ. Արագածի թիվ 2 մ/դ,57,5,3,5,4,5,7,3,9,3,4,4,5
Արմավիր,Վաղարշապատ / Արագած,գ. Արագածի Մ.Մեխակյանի անվ. մ/դ,173,19,18,17,15,19,13,14,13,8,13,14,10
Արագածոտն,Աշտարակ / Արագածոտն,գ. Արագածոտնի մ/դ,53,3,8,2,4,3,4,8,7,4,1,7,2
Կոտայք,Նաիրի / Արագյուղ,"գ. Արագյուղի ""Տիգրանակերտ կրթարան"" մ/դ",57,5,2,2,5,5,3,3,9,7,6,3,7
Արմավիր,Արմավիր / Արազափ,գ. Արազափի Թ. Հուրյանի անվ. մ/դ,84,11,7,4,9,10,6,11,7,6,6,3,4
Արարատ,Արարատ / Արալեզ,գ. Արալեզի մ/դ,189,15,17,20,19,12,17,14,16,11,24,8,16
Կոտայք,Աբովյան / Արամուս,գ. Արամուսի Վ.Առաքելյանի անվ. մ/դ,268,26,24,27,32,18,18,19,34,21,21,17,11
Արագածոտն,Ապարան / Արայի,գ. Արայի հմ/դ,17,2,- չունի -,- չունի -,2,3,2,3,1,4,- չունի -,- չունի -,- չունի -
Սյունիք,Գորիս / Արավուս,գ. Արավուսի տ/դ,3,- չունի -,1,- չունի -,2,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 1 մ/դ,171,10,21,22,18,11,20,12,14,11,15,11,6
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 2 մ/դ,161,9,12,14,10,18,18,18,17,16,8,11,10
Արարատ,Արարատ / Արարատ,գ. Արարատի թիվ 3 մ/դ,154,14,7,12,13,19,11,19,15,11,12,12,9
Արարատ,Արտաշատ / Արաքսավան,գ. Արաքսավանի մ/դ,80,6,4,5,16,5,9,5,8,6,9,4,3
Արմավիր,Արմավիր / Արաքս,գ. Արաքսի Զ.Ավետիսյանի անվ. մ/դ,80,8,4,8,8,7,15,3,10,3,7,4,3
Արմավիր,Վաղարշապատ / Արաքս,գ. Արաքսի մ/դ,96,11,10,9,7,7,9,6,12,11,7,4,3
Արարատ,Մասիս / Արբաթ,գ. Արբաթի Հ.Զաքարյանի անվ. մ/դ,140,14,15,12,23,9,12,10,14,9,5,11,6
Արարատ,Մասիս / Արգավանդ,գ. Արգավանդի մ/դ,166,18,18,15,19,12,10,9,9,15,22,12,7
Արմավիր,Արմավիր / Արգավանդ,գ. Արգավանդի մ/դ,144,15,14,12,14,9,11,12,16,22,- չունի -,11,8
Կոտայք,Նաիրի / Արգել,գ. Արգելի Վ.Անանյանի անվ. մ/դ,216,24,17,17,23,25,20,15,20,20,21,4,10
Արմավիր,Բաղրամյան / Արգինա,գ. Արգինայի մ/դ,43,1,5,4,6,2,3,5,6,3,6,2,- չունի -
Շիրակ,Ամասիա / Արդենիս,գ. Արդենիսի հմ/դ,3,- չունի -,- չունի -,- չունի -,- չունի -,2,1,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -,- չունի -
Լոռի,Ալավերդի / Արդվի,գ. Արդվու հմ/դ,5,1,- չունի -,- չունի -,- չունի -,3,- չունի -,- չունի -,- չունի -,1,- չունի -,- չունի -,- չունի -
Շիրակ,Ամասիա / Արեգնադեմ,գ. Արեգնադեմի մ/դ,33,3,3,8,4,3,2,3,2,4,- չունի -,1,- չունի -
Գեղարքունիք,Վարդենիս / Արեգունի,գ. Արեգունու մ/դ,20,- չունի -,2,1,2,4,3,5,- չունի -,1,1,- չունի -,1
Վայոց Ձոր,Եղեգնաձոր / Արենի,գ. Արենիի մ/դ,141,4,14,17,13,10,15,12,6,17,14,11,8
Կոտայք,Հրազդան / Արզական,գ. Արզականի Խ.Խաչատրյանի անվ. մ/դ,153,9,19,7,12,9,17,20,15,16,9,9,11
Կոտայք,Աբովյան / Արզնի,գ. Արզնիի մ/դ,248,22,28,18,23,29,26,27,19,22,13,10,11
Վայոց Ձոր,Վայք / Արին,գ. Արինի մ/դ,23,3,- չունի -,2,1,2,3,1,2,4,1,2,2
Լոռի,Տաշիր / Արծնի,գ. Արծնիի մ/դ,41,2,2,3,4,3,4,6,4,5,3,4,1
Տավուշ,Տավուշ / Արծվաբերդ,գ. Արծվաբերդի թիվ 2 հմ/դ,44,3,4,2,5,8,7,2,8,5,- չունի -,- չունի -,- չունի -
